"","RNA-hipocampo-5xFAD-A.bam","RNA-hipocampo-5xFAD-B.bam","RNA-hipocampo-WT-A.bam","RNA-hipocampo-WT-B.bam"
"ENSMUSG00000044811",5,3,0,0
"ENSMUSG00000089753",0,0,0,0
"ENSMUSG00000069609",0,0,0,0
"ENSMUSG00000089722",0,0,0,0
"ENSMUSG00000069607",0,0,0,0
"ENSMUSG00000048498",0,0,0,0
"ENSMUSG00000020732",1,0,8,3
"ENSMUSG00000047798",0,3,0,0
"ENSMUSG00000020733",20,16,15,19
"ENSMUSG00000015542",0,7,8,5
"ENSMUSG00000045980",9,14,6,4
"ENSMUSG00000020734",26,31,15,19
"ENSMUSG00000089544",1,0,0,0
"ENSMUSG00000018861",5,8,7,7
"ENSMUSG00000044788",3,10,11,6
"ENSMUSG00000050201",0,0,2,0
"ENSMUSG00000045288",0,0,0,0
"ENSMUSG00000018862",1,0,0,0
"ENSMUSG00000034586",37,42,15,33
"ENSMUSG00000050910",14,15,22,7
"ENSMUSG00000018858",9,10,15,8
"ENSMUSG00000085072",0,0,0,1
"ENSMUSG00000034566",13,5,15,13
"ENSMUSG00000016940",30,27,23,24
"ENSMUSG00000070332",0,0,0,0
"ENSMUSG00000093096",0,0,0,0
"ENSMUSG00000085651",0,0,0,0
"ENSMUSG00000045775",0,0,1,0
"ENSMUSG00000057219",5,10,5,9
"ENSMUSG00000020736",3,16,5,6
"ENSMUSG00000081376",0,0,0,0
"ENSMUSG00000020737",39,35,19,39
"ENSMUSG00000020738",2,0,0,0
"ENSMUSG00000020739",4,2,3,3
"ENSMUSG00000020740",33,23,38,32
"ENSMUSG00000089476",0,0,0,0
"ENSMUSG00000046756",11,14,11,14
"ENSMUSG00000020743",5,2,5,4
"ENSMUSG00000020744",16,15,11,18
"ENSMUSG00000059923",41,51,70,32
"ENSMUSG00000084277",3,2,2,9
"ENSMUSG00000083394",0,0,0,0
"ENSMUSG00000089460",0,0,0,0
"ENSMUSG00000084130",0,0,0,0
"ENSMUSG00000020747",12,17,19,16
"ENSMUSG00000093539",0,1,0,1
"ENSMUSG00000034471",9,15,7,10
"ENSMUSG00000020781",1,5,2,6
"ENSMUSG00000020782",0,0,0,1
"ENSMUSG00000034427",0,1,0,0
"ENSMUSG00000020752",10,8,6,8
"ENSMUSG00000048442",0,1,1,1
"ENSMUSG00000075420",0,0,0,0
"ENSMUSG00000087072",0,0,0,0
"ENSMUSG00000020755",23,20,13,19
"ENSMUSG00000087064",0,0,0,0
"ENSMUSG00000020758",3,4,4,6
"ENSMUSG00000020766",2,4,1,3
"ENSMUSG00000016559",32,33,57,36
"ENSMUSG00000020770",10,4,16,11
"ENSMUSG00000057948",0,0,0,0
"ENSMUSG00000034341",127,151,107,141
"ENSMUSG00000020773",3,3,3,3
"ENSMUSG00000054517",6,2,3,2
"ENSMUSG00000020775",13,5,4,9
"ENSMUSG00000020776",25,32,27,31
"ENSMUSG00000105120",0,0,0,0
"ENSMUSG00000104857",0,0,0,0
"ENSMUSG00000020777",48,40,57,55
"ENSMUSG00000020778",5,7,1,6
"ENSMUSG00000092300",3,4,0,1
"ENSMUSG00000034282",2,2,3,6
"ENSMUSG00000020780",14,17,19,12
"ENSMUSG00000020793",0,0,0,1
"ENSMUSG00000118502",1,1,1,1
"ENSMUSG00000020792",15,14,8,3
"ENSMUSG00000064588",0,0,0,0
"ENSMUSG00000034227",8,2,5,3
"ENSMUSG00000052949",106,115,106,92
"ENSMUSG00000081929",2,2,1,1
"ENSMUSG00000050628",10,15,9,11
"ENSMUSG00000070331",0,0,0,0
"ENSMUSG00000086826",0,1,1,0
"ENSMUSG00000015869",10,14,15,15
"ENSMUSG00000081318",0,0,0,0
"ENSMUSG00000100779",0,0,0,0
"ENSMUSG00000061878",4,1,1,1
"ENSMUSG00000020802",38,60,65,64
"ENSMUSG00000083314",0,0,0,0
"ENSMUSG00000020804",0,1,0,5
"ENSMUSG00000020806",2,0,1,0
"ENSMUSG00000020810",35,38,17,29
"ENSMUSG00000075410",0,1,4,2
"ENSMUSG00000020812",1,1,1,0
"ENSMUSG00000065640",0,0,0,0
"ENSMUSG00000077604",0,0,0,0
"ENSMUSG00000065094",0,0,0,0
"ENSMUSG00000057286",5,1,6,1
"ENSMUSG00000110170",0,0,0,0
"ENSMUSG00000078586",0,0,0,0
"ENSMUSG00000056032",1,1,0,0
"ENSMUSG00000009588",0,0,0,0
"ENSMUSG00000020814",5,4,5,2
"ENSMUSG00000056962",7,7,7,6
"ENSMUSG00000098792",0,0,0,0
"ENSMUSG00000090266",4,1,3,1
"ENSMUSG00000034120",37,25,34,26
"ENSMUSG00000020818",21,14,8,10
"ENSMUSG00000043857",22,16,18,30
"ENSMUSG00000086902",0,1,0,0
"ENSMUSG00000085104",0,0,0,0
"ENSMUSG00000086859",16,11,13,8
"ENSMUSG00000088529",0,0,0,0
"ENSMUSG00000104740",0,0,0,0
"ENSMUSG00000093083",0,0,0,0
"ENSMUSG00000087057",0,0,0,0
"ENSMUSG00000020823",74,79,66,79
"ENSMUSG00000089343",0,0,0,0
"ENSMUSG00000084052",0,0,0,0
"ENSMUSG00000059248",38,52,35,36
"ENSMUSG00000086050",0,0,0,0
"ENSMUSG00000086588",0,0,0,0
"ENSMUSG00000083705",0,0,1,0
"ENSMUSG00000085336",1,0,0,0
"ENSMUSG00000110653",0,1,0,0
"ENSMUSG00000069588",0,1,0,0
"ENSMUSG00000085419",0,1,0,0
"ENSMUSG00000054418",0,0,2,0
"ENSMUSG00000025571",16,15,27,23
"ENSMUSG00000025572",2,1,1,1
"ENSMUSG00000050106",0,0,0,0
"ENSMUSG00000087486",0,0,0,0
"ENSMUSG00000087669",0,0,0,0
"ENSMUSG00000025573",0,0,0,0
"ENSMUSG00000093485",0,0,0,0
"ENSMUSG00000048277",6,10,1,6
"ENSMUSG00000025574",0,0,0,1
"ENSMUSG00000017718",1,0,1,0
"ENSMUSG00000017716",1,0,0,1
"ENSMUSG00000070330",0,0,0,0
"ENSMUSG00000017713",2,0,5,7
"ENSMUSG00000085434",0,0,0,0
"ENSMUSG00000082562",0,0,0,0
"ENSMUSG00000053113",3,3,2,3
"ENSMUSG00000017715",22,35,15,18
"ENSMUSG00000098958",0,0,0,0
"ENSMUSG00000033987",1,1,1,0
"ENSMUSG00000085511",1,0,0,0
"ENSMUSG00000017132",27,36,35,36
"ENSMUSG00000088119",0,0,0,0
"ENSMUSG00000080810",0,0,0,0
"ENSMUSG00000033909",7,11,14,14
"ENSMUSG00000017466",104,101,98,100
"ENSMUSG00000076433",0,0,0,0
"ENSMUSG00000033880",38,30,10,10
"ENSMUSG00000025575",37,13,15,22
"ENSMUSG00000017446",0,1,1,0
"ENSMUSG00000086514",0,0,0,0
"ENSMUSG00000087036",0,0,1,0
"ENSMUSG00000033857",3,2,6,4
"ENSMUSG00000025576",77,83,79,89
"ENSMUSG00000085059",0,0,0,0
"ENSMUSG00000077065",0,0,0,0
"ENSMUSG00000084887",0,0,0,0
"ENSMUSG00000046697",0,0,0,0
"ENSMUSG00000025577",1,1,1,0
"ENSMUSG00000025578",2,3,3,3
"ENSMUSG00000039989",16,13,15,24
"ENSMUSG00000086306",0,0,0,0
"ENSMUSG00000086547",0,0,0,0
"ENSMUSG00000039976",16,19,20,20
"ENSMUSG00000098704",0,0,0,0
"ENSMUSG00000085548",0,0,0,0
"ENSMUSG00000087404",0,0,0,0
"ENSMUSG00000039963",1,0,0,1
"ENSMUSG00000025579",62,92,68,60
"ENSMUSG00000025580",1,6,3,4
"ENSMUSG00000013483",0,0,0,0
"ENSMUSG00000005043",5,1,6,2
"ENSMUSG00000039908",4,2,2,4
"ENSMUSG00000088015",0,0,0,0
"ENSMUSG00000070327",8,0,4,4
"ENSMUSG00000109408",0,0,1,1
"ENSMUSG00000039850",14,19,16,20
"ENSMUSG00000025582",134,139,150,134
"ENSMUSG00000087675",0,0,1,0
"ENSMUSG00000025583",21,24,29,27
"ENSMUSG00000083870",0,0,0,0
"ENSMUSG00000088670",0,0,0,0
"ENSMUSG00000085081",0,1,0,0
"ENSMUSG00000025371",11,17,10,5
"ENSMUSG00000085207",1,2,0,0
"ENSMUSG00000086924",0,0,1,0
"ENSMUSG00000025372",71,73,66,84
"ENSMUSG00000025375",140,170,142,134
"ENSMUSG00000065600",0,0,0,0
"ENSMUSG00000105524",0,0,0,0
"ENSMUSG00000113114",0,0,0,0
"ENSMUSG00000039781",6,7,12,11
"ENSMUSG00000093075",0,1,0,0
"ENSMUSG00000025377",10,11,9,3
"ENSMUSG00000078572",2,4,4,5
"ENSMUSG00000061306",26,40,25,33
"ENSMUSG00000085636",0,0,0,0
"ENSMUSG00000075389",1,0,2,2
"ENSMUSG00000086750",0,0,0,0
"ENSMUSG00000043993",2,2,1,3
"ENSMUSG00000039741",11,12,9,11
"ENSMUSG00000085501",0,0,1,0
"ENSMUSG00000104657",0,0,0,0
"ENSMUSG00000062825",7,9,14,12
"ENSMUSG00000093264",0,0,0,0
"ENSMUSG00000098955",0,0,0,0
"ENSMUSG00000043644",1,1,1,2
"ENSMUSG00000025380",1,0,0,0
"ENSMUSG00000025384",6,6,8,10
"ENSMUSG00000039703",21,25,32,28
"ENSMUSG00000039691",0,0,0,0
"ENSMUSG00000025386",1,1,0,0
"ENSMUSG00000039670",0,1,3,5
"ENSMUSG00000049957",12,13,11,9
"ENSMUSG00000057594",5,6,8,6
"ENSMUSG00000025793",15,19,18,13
"ENSMUSG00000039640",16,24,15,16
"ENSMUSG00000086929",0,0,0,0
"ENSMUSG00000025792",4,6,11,5
"ENSMUSG00000084983",0,0,0,0
"ENSMUSG00000025127",0,0,1,0
"ENSMUSG00000061111",22,24,29,27
"ENSMUSG00000025129",0,0,0,0
"ENSMUSG00000025130",36,28,41,27
"ENSMUSG00000025132",122,172,95,140
"ENSMUSG00000102881",0,0,0,0
"ENSMUSG00000025134",1,2,3,5
"ENSMUSG00000025135",7,12,9,9
"ENSMUSG00000044034",0,0,0,0
"ENSMUSG00000025137",43,37,33,38
"ENSMUSG00000025138",16,20,21,14
"ENSMUSG00000098282",0,0,0,0
"ENSMUSG00000051510",38,43,61,40
"ENSMUSG00000025140",0,0,0,1
"ENSMUSG00000025141",2,2,3,0
"ENSMUSG00000084822",0,0,1,0
"ENSMUSG00000042988",0,1,1,1
"ENSMUSG00000053613",0,0,0,1
"ENSMUSG00000025142",11,6,8,7
"ENSMUSG00000090758",0,0,0,0
"ENSMUSG00000025144",7,3,5,0
"ENSMUSG00000025145",27,21,23,26
"ENSMUSG00000018012",4,2,3,3
"ENSMUSG00000039450",0,3,0,0
"ENSMUSG00000025150",0,0,1,1
"ENSMUSG00000078249",24,21,19,17
"ENSMUSG00000083618",0,0,0,0
"ENSMUSG00000025158",41,37,37,46
"ENSMUSG00000025156",29,22,23,18
"ENSMUSG00000025155",9,12,8,6
"ENSMUSG00000025153",75,72,63,81
"ENSMUSG00000048445",2,1,2,3
"ENSMUSG00000087638",0,0,0,0
"ENSMUSG00000025161",4,2,0,1
"ENSMUSG00000025162",53,75,48,63
"ENSMUSG00000100629",2,1,1,0
"ENSMUSG00000081686",0,0,0,0
"ENSMUSG00000086835",0,0,0,0
"ENSMUSG00000080616",0,0,0,0
"ENSMUSG00000025163",0,1,0,0
"ENSMUSG00000039364",0,0,0,0
"ENSMUSG00000025165",0,0,0,0
"ENSMUSG00000083137",0,0,0,0
"ENSMUSG00000084853",0,0,0,0
"ENSMUSG00000082510",0,0,0,0
"ENSMUSG00000039337",0,0,0,0
"ENSMUSG00000039329",0,0,0,0
"ENSMUSG00000039321",0,1,0,0
"ENSMUSG00000081835",0,0,0,0
"ENSMUSG00000025169",2,0,1,0
"ENSMUSG00000039307",11,13,9,10
"ENSMUSG00000039294",12,11,5,9
"ENSMUSG00000000056",18,13,19,14
"ENSMUSG00000039275",39,33,26,30
"ENSMUSG00000025173",15,14,16,12
"ENSMUSG00000025170",7,10,8,10
"ENSMUSG00000098981",0,0,0,0
"ENSMUSG00000083155",0,0,0,0
"ENSMUSG00000039253",12,13,14,16
"ENSMUSG00000025175",6,6,6,7
"ENSMUSG00000039230",0,3,2,1
"ENSMUSG00000039238",0,0,0,0
"ENSMUSG00000046605",3,1,2,0
"ENSMUSG00000039208",5,7,3,4
"ENSMUSG00000085126",0,0,0,0
"ENSMUSG00000099690",0,0,0,0
"ENSMUSG00000085970",0,0,0,0
"ENSMUSG00000039198",0,0,0,0
"ENSMUSG00000084401",0,0,0,0
"ENSMUSG00000086684",0,0,0,0
"ENSMUSG00000082947",0,0,0,0
"ENSMUSG00000082831",0,0,0,0
"ENSMUSG00000113740",0,0,0,0
"ENSMUSG00000113763",0,0,0,0
"ENSMUSG00000091834",0,0,0,0
"ENSMUSG00000113784",0,0,0,0
"ENSMUSG00000113920",0,0,0,0
"ENSMUSG00000113560",0,0,0,0
"ENSMUSG00000113651",2,1,5,1
"ENSMUSG00000112973",0,0,0,0
"ENSMUSG00000091304",0,0,0,0
"ENSMUSG00000113271",0,0,0,0
"ENSMUSG00000114003",36,29,21,18
"ENSMUSG00000112968",0,0,0,0
"ENSMUSG00000113636",0,0,0,0
"ENSMUSG00000096107",1,0,0,0
"ENSMUSG00000113534",0,0,0,0
"ENSMUSG00000097709",0,0,1,2
"ENSMUSG00000021218",30,27,42,35
"ENSMUSG00000113894",0,0,0,0
"ENSMUSG00000033799",1,0,0,2
"ENSMUSG00000033781",10,5,11,12
"ENSMUSG00000088475",0,0,0,0
"ENSMUSG00000113759",0,0,0,0
"ENSMUSG00000113259",0,0,0,0
"ENSMUSG00000063130",0,0,0,0
"ENSMUSG00000114091",0,0,0,0
"ENSMUSG00000033765",0,0,0,0
"ENSMUSG00000099269",0,0,0,0
"ENSMUSG00000021215",9,6,8,8
"ENSMUSG00000113128",0,0,0,0
"ENSMUSG00000021216",0,0,0,0
"ENSMUSG00000044988",0,0,0,0
"ENSMUSG00000093010",0,0,0,0
"ENSMUSG00000113667",0,0,0,0
"ENSMUSG00000110055",0,0,0,0
"ENSMUSG00000033715",0,1,0,1
"ENSMUSG00000113788",0,0,0,0
"ENSMUSG00000113517",0,0,0,0
"ENSMUSG00000021214",0,0,1,0
"ENSMUSG00000113744",0,0,0,0
"ENSMUSG00000112986",0,0,0,0
"ENSMUSG00000021213",0,0,0,0
"ENSMUSG00000071551",0,0,0,0
"ENSMUSG00000086265",0,0,0,0
"ENSMUSG00000021211",0,0,0,0
"ENSMUSG00000113175",0,0,0,0
"ENSMUSG00000113004",0,0,0,0
"ENSMUSG00000021210",0,0,0,0
"ENSMUSG00000113214",0,0,0,0
"ENSMUSG00000054757",0,0,0,0
"ENSMUSG00000021207",0,0,0,0
"ENSMUSG00000045410",7,1,6,8
"ENSMUSG00000094772",1,0,0,0
"ENSMUSG00000113717",0,0,0,0
"ENSMUSG00000053499",0,0,0,0
"ENSMUSG00000113866",0,0,0,0
"ENSMUSG00000077473",0,0,0,0
"ENSMUSG00000113668",0,0,0,0
"ENSMUSG00000114098",0,0,0,0
"ENSMUSG00000114053",0,0,0,0
"ENSMUSG00000080562",0,0,0,0
"ENSMUSG00000100625",0,0,0,0
"ENSMUSG00000000078",8,3,8,5
"ENSMUSG00000113757",0,0,0,0
"ENSMUSG00000113017",0,0,0,0
"ENSMUSG00000077971",0,0,0,0
"ENSMUSG00000113054",0,0,0,0
"ENSMUSG00000113483",0,0,0,0
"ENSMUSG00000113765",0,0,0,0
"ENSMUSG00000114097",0,0,0,0
"ENSMUSG00000101540",0,0,0,0
"ENSMUSG00000114195",0,0,0,0
"ENSMUSG00000021193",3,1,2,4
"ENSMUSG00000021196",55,34,65,53
"ENSMUSG00000068324",2,1,2,0
"ENSMUSG00000113545",0,0,0,0
"ENSMUSG00000113932",0,0,0,0
"ENSMUSG00000114017",0,0,0,0
"ENSMUSG00000076407",0,0,0,0
"ENSMUSG00000113241",0,0,0,0
"ENSMUSG00000113112",0,0,0,0
"ENSMUSG00000113225",0,0,0,0
"ENSMUSG00000112939",0,0,0,0
"ENSMUSG00000113828",0,0,0,0
"ENSMUSG00000113316",0,0,0,0
"ENSMUSG00000113508",0,0,0,0
"ENSMUSG00000113412",0,0,0,1
"ENSMUSG00000114126",0,0,0,0
"ENSMUSG00000052551",6,3,4,5
"ENSMUSG00000113810",0,0,0,0
"ENSMUSG00000113073",0,0,0,0
"ENSMUSG00000072421",0,0,0,0
"ENSMUSG00000113978",0,0,0,0
"ENSMUSG00000113742",0,0,0,0
"ENSMUSG00000113391",0,0,0,0
"ENSMUSG00000021147",7,9,18,13
"ENSMUSG00000114094",0,0,0,0
"ENSMUSG00000113589",0,0,0,0
"ENSMUSG00000113245",0,0,0,0
"ENSMUSG00000058258",5,3,5,7
"ENSMUSG00000076030",0,0,0,0
"ENSMUSG00000061988",0,0,0,0
"ENSMUSG00000021148",0,0,0,0
"ENSMUSG00000077484",0,0,0,0
"ENSMUSG00000096771",0,0,0,0
"ENSMUSG00000033520",0,0,0,0
"ENSMUSG00000095414",0,0,0,0
"ENSMUSG00000021149",7,4,4,4
"ENSMUSG00000113466",0,0,0,0
"ENSMUSG00000113731",0,0,0,0
"ENSMUSG00000113543",0,0,0,0
"ENSMUSG00000033499",21,10,24,19
"ENSMUSG00000088442",0,0,0,0
"ENSMUSG00000099428",0,0,0,0
"ENSMUSG00000113936",14,7,14,9
"ENSMUSG00000113455",0,0,0,0
"ENSMUSG00000113755",0,0,0,0
"ENSMUSG00000048264",9,10,15,12
"ENSMUSG00000113922",0,0,0,0
"ENSMUSG00000113984",0,0,0,0
"ENSMUSG00000113065",0,0,0,0
"ENSMUSG00000113869",0,0,0,0
"ENSMUSG00000112955",0,0,0,0
"ENSMUSG00000112948",0,0,0,0
"ENSMUSG00000113905",0,0,0,0
"ENSMUSG00000088366",0,0,0,0
"ENSMUSG00000113355",0,0,0,0
"ENSMUSG00000114138",0,0,0,0
"ENSMUSG00000021156",36,32,37,29
"ENSMUSG00000113885",0,0,0,0
"ENSMUSG00000113650",0,0,0,0
"ENSMUSG00000113754",0,0,0,0
"ENSMUSG00000088609",0,1,0,0
"ENSMUSG00000046159",19,8,13,14
"ENSMUSG00000113146",0,0,0,0
"ENSMUSG00000113502",0,0,0,0
"ENSMUSG00000113680",0,0,0,0
"ENSMUSG00000113695",0,0,0,0
"ENSMUSG00000113261",0,0,0,0
"ENSMUSG00000097009",0,0,0,0
"ENSMUSG00000113758",0,0,0,0
"ENSMUSG00000113243",0,0,0,0
"ENSMUSG00000093260",0,0,0,0
"ENSMUSG00000114134",0,0,0,0
"ENSMUSG00000113673",0,0,0,0
"ENSMUSG00000077618",0,0,0,0
"ENSMUSG00000113593",0,0,0,0
"ENSMUSG00000113799",0,0,0,0
"ENSMUSG00000021313",26,28,26,21
"ENSMUSG00000113269",0,0,0,0
"ENSMUSG00000098110",0,0,0,0
"ENSMUSG00000112947",1,0,0,0
"ENSMUSG00000113347",0,0,0,0
"ENSMUSG00000113848",0,0,0,0
"ENSMUSG00000113789",1,0,0,0
"ENSMUSG00000021311",4,9,6,11
"ENSMUSG00000113036",2,3,2,0
"ENSMUSG00000052374",0,1,1,1
"ENSMUSG00000094185",0,0,0,0
"ENSMUSG00000050244",0,1,3,1
"ENSMUSG00000113931",0,0,0,0
"ENSMUSG00000057554",5,5,13,9
"ENSMUSG00000095105",0,0,0,0
"ENSMUSG00000114115",0,0,0,0
"ENSMUSG00000057069",7,3,13,9
"ENSMUSG00000065158",0,0,0,0
"ENSMUSG00000097715",3,3,4,5
"ENSMUSG00000088112",0,0,0,0
"ENSMUSG00000113021",0,0,0,0
"ENSMUSG00000113308",0,0,0,0
"ENSMUSG00000113996",0,0,0,0
"ENSMUSG00000113148",0,0,0,0
"ENSMUSG00000113914",0,0,0,0
"ENSMUSG00000078141",0,0,0,0
"ENSMUSG00000113448",0,0,0,0
"ENSMUSG00000056457",0,0,0,0
"ENSMUSG00000113053",0,0,0,0
"ENSMUSG00000113117",0,0,0,0
"ENSMUSG00000113353",0,0,0,0
"ENSMUSG00000113256",0,0,0,0
"ENSMUSG00000079092",0,0,0,0
"ENSMUSG00000113049",0,0,0,0
"ENSMUSG00000113150",0,0,0,0
"ENSMUSG00000113567",0,0,0,0
"ENSMUSG00000113624",0,0,0,0
"ENSMUSG00000113319",0,0,0,0
"ENSMUSG00000113675",0,0,0,0
"ENSMUSG00000113908",0,0,0,0
"ENSMUSG00000055360",0,0,0,0
"ENSMUSG00000113221",0,0,0,0
"ENSMUSG00000113371",0,0,0,0
"ENSMUSG00000113729",0,0,0,0
"ENSMUSG00000061724",2,2,4,5
"ENSMUSG00000114152",0,0,0,0
"ENSMUSG00000112938",0,0,0,0
"ENSMUSG00000096198",0,0,0,0
"ENSMUSG00000113027",0,0,0,0
"ENSMUSG00000110123",0,0,0,0
"ENSMUSG00000084734",0,0,0,0
"ENSMUSG00000021306",6,7,7,1
"ENSMUSG00000088470",0,0,0,0
"ENSMUSG00000113445",0,0,0,0
"ENSMUSG00000113444",0,0,0,0
"ENSMUSG00000094865",0,0,0,0
"ENSMUSG00000005397",3,0,3,1
"ENSMUSG00000113380",0,0,0,0
"ENSMUSG00000114068",0,0,0,0
"ENSMUSG00000019726",5,6,16,9
"ENSMUSG00000021303",14,7,28,22
"ENSMUSG00000087898",0,0,0,0
"ENSMUSG00000113493",0,0,0,0
"ENSMUSG00000113811",1,1,0,0
"ENSMUSG00000113258",0,0,0,0
"ENSMUSG00000114087",0,0,0,0
"ENSMUSG00000113310",0,0,0,0
"ENSMUSG00000039242",7,6,12,2
"ENSMUSG00000096192",0,0,0,0
"ENSMUSG00000039233",5,4,10,6
"ENSMUSG00000113819",0,0,0,0
"ENSMUSG00000021302",6,6,12,8
"ENSMUSG00000039219",2,1,6,3
"ENSMUSG00000064653",0,0,0,0
"ENSMUSG00000077802",0,0,0,0
"ENSMUSG00000113775",0,0,0,0
"ENSMUSG00000113563",0,0,0,0
"ENSMUSG00000021301",3,2,4,2
"ENSMUSG00000113981",0,0,0,0
"ENSMUSG00000113654",0,0,0,0
"ENSMUSG00000113345",0,0,0,0
"ENSMUSG00000113627",0,0,0,0
"ENSMUSG00000015672",1,7,6,6
"ENSMUSG00000015671",5,10,7,11
"ENSMUSG00000089624",0,0,0,0
"ENSMUSG00000039182",6,6,9,7
"ENSMUSG00000113686",0,0,0,0
"ENSMUSG00000114176",0,0,0,0
"ENSMUSG00000113240",4,5,3,2
"ENSMUSG00000113389",4,3,4,7
"ENSMUSG00000113410",0,0,0,0
"ENSMUSG00000097806",0,0,0,0
"ENSMUSG00000097684",0,0,0,0
"ENSMUSG00000021318",4,2,3,5
"ENSMUSG00000113191",0,0,0,0
"ENSMUSG00000113309",7,4,3,2
"ENSMUSG00000113960",2,0,0,1
"ENSMUSG00000113338",0,0,0,0
"ENSMUSG00000113701",1,4,1,1
"ENSMUSG00000113290",0,0,0,0
"ENSMUSG00000114057",0,0,0,0
"ENSMUSG00000113080",0,0,0,0
"ENSMUSG00000041324",1,0,2,1
"ENSMUSG00000113224",0,0,0,0
"ENSMUSG00000095584",0,0,0,0
"ENSMUSG00000113715",0,0,0,0
"ENSMUSG00000112962",0,0,0,0
"ENSMUSG00000113038",0,0,0,0
"ENSMUSG00000113322",0,0,0,0
"ENSMUSG00000113924",0,0,0,0
"ENSMUSG00000113232",0,0,0,0
"ENSMUSG00000112969",0,0,0,0
"ENSMUSG00000113972",0,0,0,0
"ENSMUSG00000113862",0,0,0,0
"ENSMUSG00000055137",0,0,0,0
"ENSMUSG00000087872",0,0,0,0
"ENSMUSG00000113851",0,0,0,0
"ENSMUSG00000114114",0,0,0,0
"ENSMUSG00000098218",0,0,0,0
"ENSMUSG00000094754",0,0,0,0
"ENSMUSG00000113024",0,0,0,0
"ENSMUSG00000113219",0,0,0,0
"ENSMUSG00000113889",0,0,0,0
"ENSMUSG00000094665",0,0,0,0
"ENSMUSG00000012429",1,1,1,1
"ENSMUSG00000113045",0,0,0,0
"ENSMUSG00000041297",7,6,13,5
"ENSMUSG00000113432",0,0,0,1
"ENSMUSG00000080574",0,0,0,0
"ENSMUSG00000113140",0,0,0,0
"ENSMUSG00000095025",0,0,0,0
"ENSMUSG00000081285",0,0,0,0
"ENSMUSG00000008859",17,9,13,11
"ENSMUSG00000114177",0,0,0,0
"ENSMUSG00000113100",0,0,0,0
"ENSMUSG00000113528",0,0,0,1
"ENSMUSG00000113750",2,3,3,1
"ENSMUSG00000113688",0,0,0,0
"ENSMUSG00000114077",0,0,0,0
"ENSMUSG00000113030",0,0,0,0
"ENSMUSG00000075054",2,4,11,7
"ENSMUSG00000113847",0,0,0,0
"ENSMUSG00000075053",25,37,27,28
"ENSMUSG00000113496",0,0,0,0
"ENSMUSG00000113470",0,0,0,0
"ENSMUSG00000113893",0,0,0,0
"ENSMUSG00000009734",0,0,0,0
"ENSMUSG00000114118",0,0,0,0
"ENSMUSG00000041236",36,32,21,22
"ENSMUSG00000089046",0,0,0,0
"ENSMUSG00000021314",57,39,40,54
"ENSMUSG00000113576",0,0,0,0
"ENSMUSG00000113993",0,0,0,0
"ENSMUSG00000113028",1,0,0,0
"ENSMUSG00000114080",0,0,1,0
"ENSMUSG00000113378",0,0,0,0
"ENSMUSG00000105715",0,0,0,0
"ENSMUSG00000076744",0,0,0,0
"ENSMUSG00000076745",0,0,0,0
"ENSMUSG00000076746",0,0,0,0
"ENSMUSG00000076747",0,0,0,0
"ENSMUSG00000104962",0,0,0,0
"ENSMUSG00000076749",0,0,0,0
"ENSMUSG00000076750",0,0,0,0
"ENSMUSG00000104630",0,0,0,0
"ENSMUSG00000091682",0,0,0,0
"ENSMUSG00000076752",0,0,0,0
"ENSMUSG00000105830",0,0,0,0
"ENSMUSG00000076754",0,0,0,0
"ENSMUSG00000076755",0,0,0,0
"ENSMUSG00000098799",0,0,0,0
"ENSMUSG00000076757",0,0,0,0
"ENSMUSG00000003062",10,5,8,2
"ENSMUSG00000105848",0,0,0,0
"ENSMUSG00000104959",0,0,0,0
"ENSMUSG00000114189",0,0,0,0
"ENSMUSG00000113251",0,0,0,0
"ENSMUSG00000002808",46,37,44,29
"ENSMUSG00000021319",0,1,1,0
"ENSMUSG00000041138",0,0,0,0
"ENSMUSG00000114009",0,0,0,0
"ENSMUSG00000047462",0,0,0,0
"ENSMUSG00000053101",0,0,0,0
"ENSMUSG00000113542",0,0,0,0
"ENSMUSG00000050243",0,1,2,1
"ENSMUSG00000041112",22,16,31,30
"ENSMUSG00000113649",0,0,0,0
"ENSMUSG00000113313",0,0,0,0
"ENSMUSG00000113183",0,0,0,0
"ENSMUSG00000113557",0,0,0,0
"ENSMUSG00000113130",0,0,0,0
"ENSMUSG00000097951",0,0,0,0
"ENSMUSG00000113168",0,0,0,0
"ENSMUSG00000021322",0,0,0,0
"ENSMUSG00000114070",0,0,0,0
"ENSMUSG00000088989",0,0,0,0
"ENSMUSG00000042869",0,0,0,0
"ENSMUSG00000060404",0,0,0,0
"ENSMUSG00000071522",0,0,0,0
"ENSMUSG00000045474",0,0,0,0
"ENSMUSG00000113104",0,0,0,0
"ENSMUSG00000021326",7,22,14,11
"ENSMUSG00000004344",0,0,0,0
"ENSMUSG00000084414",0,0,0,0
"ENSMUSG00000004341",0,0,0,0
"ENSMUSG00000045508",0,0,0,0
"ENSMUSG00000118616",0,0,0,0
"ENSMUSG00000036721",4,2,2,0
"ENSMUSG00000081191",0,0,0,0
"ENSMUSG00000021327",14,7,10,7
"ENSMUSG00000098790",0,0,0,0
"ENSMUSG00000118467",0,0,0,0
"ENSMUSG00000055313",0,0,0,1
"ENSMUSG00000085788",0,0,0,0
"ENSMUSG00000022228",21,10,25,17
"ENSMUSG00000084590",0,0,0,0
